Nom,Poste_Cat,Matchs,xG,xA,KP,Drb,Dist,Def
Marvin Pieringer,AG,14,0.07500000000000001,0.02,0.0,1.9,8316.0,2.295
Mateo Biondic,AG,6,0.403,0.035,0.0,1.95,7992.0,1.725
Mateo Joseph,AG,12,0.0155,0.015,0.43,2.29,7128.0,4.07
Matheus Gonçalves,AG,9,0.04,0.071,2.0,2.37,6804.0,6.43
Mathias Honsak,AG,7,0.033,0.04,2.0,2.27,6696.0,4.04
Mathias Jørgensen,AG,9,0.02,0.0,0.0,2.04,7884.0,2.0
Mathias Pereira Lage,AG,13,0.11,0.024,0.0,2.0,8100.0,4.0
Matteo Cancellieri,AG,10,0.0865,0.014,0.0,3.31,5238.0,4.405
Matteo Prati,AG,9,0.042,0.014,0.0,2.37,6696.0,4.5
Mattia Felici,AG,9,0.04,0.055,3.16,3.5,4860.0,5.62
Mattias Svanberg,AG,6,0.1225,0.007,0.0,5.27,2808.0,3.665
Matías Soulé,AG,14,0.019,0.148,1.395,2.1849999999999996,7344.0,4.12
Max Bird,AG,11,0.0,0.079,0.0,3.28,4860.0,4.43
Maximilian Mittelstädt,AG,12,0.041499999999999995,0.23399999999999999,1.01,1.76,9612.0,5.055
Mehdi Léris,AG,12,0.01,0.038,1.2149999999999999,1.975,8154.0,6.0
Melker Widell,AG,9,0.117,0.015,0.0,1.94,8208.0,2.9
Mexx Meerdink,AG,5,0.523,0.014,0.0,4.85,3024.0,3.75
Michael Gregoritsch,AG,12,0.0975,0.0335,0.0,2.4850000000000003,6372.0,0.67
Miguel Carvalho,AG,6,0.0475,0.128,1.44,2.29,6804.0,5.45
Miguel Cubo,AG,12,0.26,0.0,0.0,2.075,7352.3099999999995,2.025
Mikkel Damsgaard,AG,11,0.02,0.03,1.0,1.82,9288.0,6.0
Mikkel Kaufmann,AG,8,0.1205,0.028499999999999998,0.0,3.605,4914.0,1.435
Milan Zonneveld,AG,4,0.545,0.0095,0.4,3.33,5411.57,2.95
Milutin Osmajić,AG,11,0.448,0.02,0.53,2.12,7452.0,1.86
Mimeirhel Benita,AG,12,0.0,0.05,0.0,1.815,8802.0,6.105
Mo El Hankouri,AG,9,0.069,0.069,0.0,2.24,7020.0,4.55
Mohamed Amoura,AG,13,0.21,0.02,0.0,2.04,7884.0,3.0
Mohamed Kader Meite,AG,5,0.087,0.0,0.0,2.59,5940.0,1.64
Mohammed Alburayk,AG,9,0.0,0.046,1.0,1.79,9072.0,4.0
Mohammed Fuseini,AG,7,0.0,0.035,1.22,2.03,7992.0,2.34
Mohammed Kudus,AG,12,0.051000000000000004,0.08,1.135,1.88,8586.0,6.88
Moise Kean,AG,12,0.6154999999999999,0.0,0.0,1.9,8370.0,1.765
Mousa Tamari,AG,14,0.1365,0.094,0.42,2.04,7938.0,3.955
Moussa Baradji,AG,12,0.07,0.035500000000000004,0.0,2.045,7776.0,5.325
Moussa Diaby,AG,14,0.035500000000000004,0.11,1.17,1.9049999999999998,8424.0,2.95
Muhammad Sawan,AG,13,0.0,0.039,0.0,4.2,3672.0,5.45
Myron Boadu,AG,6,0.03,0.0,1.28,3.2350000000000003,4860.0,1.2
Mërgim Vojvoda,AG,10,0.0,0.063,1.835,2.0549999999999997,7722.0,3.7
Nabil Alioui,AG,12,0.021,0.032,1.53,2.21,7290.0,4.075
Nahuel Estévez,AG,3,0.0,0.08,2.0,3.23,4860.0,3.33
Naouirou Ahamada,AG,6,0.032,0.047,0.535,2.58,6534.0,4.195
Nathan Tella,AG,10,0.042499999999999996,0.08,2.1100000000000003,2.01,7884.0,2.42
Nathaniel Chalobah,AG,10,0.032,0.0305,0.0,3.89,4158.0,3.755
Neil El Aynaoui,AG,10,0.0,0.043,0.0,2.6399999999999997,5994.0,6.725
Nelson Weiper,AG,6,0.43,0.039,0.425,5.67,2641.85,5.09
Nemanja Matić,AG,14,0.0,0.035500000000000004,0.0,1.9949999999999999,8100.0,4.965
Nestory Irankunda,AG,14,0.077,0.042499999999999996,0.5,2.07,7614.0,3.62
Ngal'ayel Mukau,AG,12,0.0225,0.0365,0.0,2.175,7128.0,6.625
Niclas Füllkrug,AG,10,0.086,0.032,0.0,5.455,3024.0,1.025
Nico Williams,AG,13,0.071,0.036,1.29,2.08,7560.0,4.5
Nicola Zalewski,AG,13,0.0,0.08,2.0,2.39,6804.0,6.07
Nicolás González,AG,10,0.015,0.028499999999999998,1.6400000000000001,2.9699999999999998,5238.0,4.5
Nicolò Cambiaghi,AG,7,0.041,0.061,0.0,2.04,7992.0,6.08
Nikola Moro,AG,11,0.042,0.04,1.08,1.81,8856.0,6.0
Nikolas Nartey,AG,7,0.0,0.138,0.0,2.4,6804.0,4.29
Noah Okafor,AG,11,0.103,0.0,0.0,2.17,7452.0,3.86
Oier Zarraga,AG,3,0.0,0.072,0.0,3.25,4860.0,3.6
Oihan Sancet,AG,14,0.0985,0.038,0.525,2.115,7452.0,3.7
Oliver Burke,AG,7,0.0,0.11,0.0,1.8,8748.0,3.33
Olivier Giroud,AG,7,0.143,0.01,0.0,1.9,8532.0,2.0
Orel Mangala,AG,6,0.0,0.0385,0.53,2.63,6318.0,6.75
Orri Steinn Óskarsson,AG,10,0.107,0.0,0.0,3.465,4374.0,1.45
Orri Óskarsson,AG,11,0.12,0.0,0.0,3.21,4860.0,0.0
Osame Sahraoui,AG,5,0.051,0.129,0.0,2.1,7560.0,2.0
Oscar Fraulo,AG,3,0.0,0.07,2.22,5.18,3132.0,6.21
Oscar Højlund,AG,11,0.0,0.049,0.0,2.16,7128.0,2.16
Oumar Diakité,AG,10,0.375,0.03,0.54,2.7,5616.0,1.94
Pablo Felipe,AG,11,0.024,0.01,1.0,1.94,8100.0,3.46
Pathé Mboup,AG,6,0.0255,0.0225,0.0,3.91,4212.0,7.805
Patrick Wimmer,AG,13,0.0,0.054,1.0,2.08,7776.0,6.16
Pedro,AG,9,0.0,0.06,0.0,3.4,4860.0,3.7
Pedro Bigas,AG,9,0.04,0.03,0.0,1.92,8640.0,4.53
Pedro Díaz,AG,10,0.0875,0.0175,0.0,3.33,5076.0,6.52
Pelle Clement,AG,8,0.0,0.0695,1.0550000000000002,1.8050000000000002,8856.0,6.835
Peque Fernández,AG,8,0.0,0.0325,1.5150000000000001,2.9050000000000002,5616.0,3.69
Petar Sučić,AG,12,0.0,0.08399999999999999,1.0,2.865,5670.0,4.205
Phillipp Mwene,AG,14,0.0,0.039,0.0,1.8199999999999998,8640.0,3.645
Pierre-Emerick Aubameyang,AG,12,0.302,0.03,0.5,1.845,8586.0,1.095
Piotr Zieliński,AG,12,0.0145,0.038,1.0899999999999999,1.8900000000000001,8478.0,4.025
Pol Lozano,AG,10,0.037,0.0335,1.655,1.8399999999999999,8694.0,6.0
Prosper Peter,AG,10,0.025,0.026000000000000002,0.0,2.2,7074.0,0.725
Przemysław Frankowski,AG,11,0.0,0.14,2.0,1.89,8532.0,4.58
Przemysław Płacheta,AG,9,0.051,0.015,0.0,3.19,4860.0,2.57
Quinten Timber,AG,14,0.0255,0.0265,0.0,1.81,8694.0,3.825
Rafa Mir,AG,10,0.277,0.020999999999999998,0.0,1.86,8586.0,1.29
Rafael Leão,AG,11,0.2,0.06,1.0,1.89,8316.0,2.0
Rafael Obrador,AG,14,0.014,0.05,0.5,1.83,8689.845000000001,3.0
Rafiki Saïd,AG,14,0.1745,0.049,0.0,1.9949999999999999,8262.0,5.0
Rafiu Durosinmi,AG,10,0.0475,0.020999999999999998,0.0,3.0549999999999997,5130.0,2.185
Ramón Terrats,AG,9,0.022,0.022,0.0,2.48,6156.0,3.91
Ransford Yeboah Königsdörffer,AG,13,0.058,0.022,0.0,1.84,8532.0,3.0
Raphinha,AG,13,0.5,0.22,3.0,1.93,8856.0,3.0
Rayan Enad,AG,2,0.015,0.075,0.5,3.3899999999999997,6426.0,5.605
Raúl García de Haro,AG,5,1.71,0.0,0.0,7.03,2484.0,0.0
Raúl Jiménez,AG,10,0.391,0.0,0.6,2.33,6858.0,2.25
Raúl Moro,AG,8,0.0,0.16199999999999998,1.75,2.76,5778.0,4.6899999999999995
Remy Labeau Lascary,AG,12,0.16699999999999998,0.0295,0.5,2.135,7560.0,3.9299999999999997
Richarlison,AG,11,0.366,0.044,0.0,2.22,7236.0,2.69
Ridle Baku,AG,14,0.033,0.11850000000000001,0.5,1.8399999999999999,8694.0,5.35
Ritsu Doan,AG,12,0.0,0.2365,1.32,2.145,7344.0,2.8449999999999998
Ro-Zangelo Daal,AG,11,0.051,0.281,2.57,1.95,8640.0,5.11
Rob Schoofs,AG,10,0.0055,0.21600000000000003,2.365,2.7249999999999996,5994.0,6.335
Robbie Brady,AG,9,0.05,0.16,2.0,1.81,9072.0,6.13
Roberto Fernández,AG,12,0.1315,0.005,0.0,2.52,6318.0,2.5
Robin Fellhauer,AG,14,0.033,0.03,1.05,1.78,8802.0,3.665
Robin Gosens,AG,11,0.053,0.026,0.0,1.87,8640.0,2.0
Robin Mirisola,AG,12,0.2805,0.024,0.0,2.54,6284.77,2.05
Robin van Cruijsen,AG,11,0.042,0.03,2.0,1.98,7776.0,4.0
Rodrigo Muniz,AG,9,0.12,0.011,0.0,2.13,7236.0,1.17
Rodrigo Ribeiro,AG,12,0.4835,0.02,0.0,3.18,4959.69,1.81
Roger Brugué,AG,12,0.07400000000000001,0.087,0.5,2.3200000000000003,6696.0,2.835
Roger Fernandes,AG,14,0.052000000000000005,0.152,1.355,1.9649999999999999,8054.3099999999995,4.705
Romeo Vermant,AG,4,0.6,0.025,0.15,6.0,2608.615,2.08
Roméo Lavia,AG,8,0.0,0.046,0.0,3.135,4902.43,5.57
Ronald,AG,12,0.027500000000000004,0.0545,1.455,2.3899999999999997,6750.0,5.07
Ruben Aguilar,AG,9,0.01,0.069,1.0,1.9,8424.0,4.82
Ruben Vargas,AG,12,0.078,0.018500000000000003,0.0,1.99,8046.0,4.095000000000001
Rubén García,AG,14,0.024,0.092,1.2349999999999999,1.9649999999999999,8100.0,3.995
Ruud Nijstad,AG,14,0.0375,0.02,0.0,1.93,8226.0,4.1899999999999995
Ryan Christie,AG,13,0.034,0.037,0.0,2.39,6588.0,7.71
Ryan Hedges,AG,11,0.02,0.08,2.0,1.94,8424.0,8.0
Ryan Thomas,AG,13,0.0,0.06,0.0,2.12,7560.0,6.43
Róbert Boženík,AG,8,0.2535,0.0,0.0,2.4349999999999996,6642.0,2.21
Rômulo,AG,14,0.5595,0.055,0.0,1.97,7884.0,3.505
Sabri Abdu Dahal,AG,14,0.032,0.066,1.17,1.92,8370.0,5.235
Saimon Bouabre,AG,9,0.068,0.256,0.0,1.89,8424.0,5.83
Saleh Al-Shehri,AG,5,0.88,0.0,0.0,3.22,4860.0,2.0
Salem Al-Dawsari,AG,11,0.05,0.23,1.27,1.79,9180.0,3.75
Sambou Soumano,AG,3,0.0,0.033,0.0,5.04,2916.0,3.75
Samuel Chukwueze,AG,12,0.047,0.138,1.17,2.55,6239.075,5.86
Santi Cazorla,AG,4,0.0,0.052000000000000005,1.0,5.475,2808.0,7.0600000000000005
Santiago Castro,AG,14,0.1255,0.012,0.0,1.8599999999999999,8532.0,1.085
Santiago Hidalgo,AG,12,0.035,0.047,0.0,1.98,8100.0,5.075
Savinho,AG,7,0.0,0.088,0.0,5.56,3024.0,7.2
Sebastian Szymański,AG,12,0.0115,0.08499999999999999,1.67,2.02,7938.0,3.85
Sergi Darder,AG,13,0.01,0.17,3.0,1.83,8964.0,3.65
Shuto Machino,AG,4,0.016,0.037000000000000005,1.53,4.245,3996.0,2.665
Silvan Widmer,AG,11,0.0,0.156,0.0,1.99,7992.0,2.0
Silvère Ganvoula,AG,6,0.037,0.0,0.0,4.355,3942.0,1.735
Simon Adingra,AG,11,0.093,0.03,0.0,2.0,7992.0,5.0
Simon Ebonog,AG,14,0.015,0.012,0.0,1.795,8964.0,6.63
Siriki Dembélé,AG,7,0.0,0.042,0.0,2.12,7236.0,6.72
Sirlord Conteh,AG,12,0.0,0.053500000000000006,0.0,3.2649999999999997,4860.0,2.665
Sofiane Boufal,AG,11,0.032,0.069,2.54,2.07,7668.0,4.8
Sofiane Diop,AG,12,0.0465,0.0465,1.395,2.145,7398.0,5.38
Sory Kaba,AG,8,0.0275,0.03,1.05,2.205,7290.0,2.815
Stefan Schimmer,AG,5,0.108,0.0,0.0,3.24,4860.0,0.0
Stefán Ingi Sigurðarson,AG,10,0.272,0.034,0.0,2.105,7398.0,2.5149999999999997
Stephy Mavididi,AG,12,0.044,0.0525,1.0,1.86,8370.0,4.045
Steven Berghuis,AG,11,0.026,0.063,1.25,2.15,7452.0,5.62
Steven​ N'Zonzi,AG,9,0.019,0.012,0.0,2.04,7992.0,3.75
Suat Serdar,AG,9,0.038,0.02,0.0,2.17,7344.0,5.29
Sultan Al-Ghannam,AG,7,0.0,0.041,1.22,5.51,2808.0,6.92
Sultan Mandash,AG,8,0.0,0.27149999999999996,2.085,4.24,3996.0,4.77
Sébastien Haller,AG,5,0.0,0.14,2.0,3.2,4860.0,2.0
Sékou Mara,AG,5,0.15,0.02,0.0,2.13,7236.0,2.0
Søren Tengstedt,AG,8,0.1385,0.043000000000000003,0.0,2.49,6426.0,3.545
Tammy Abraham,AG,5,0.0,0.088,1.83,4.81,3240.0,3.0
Teddy Teuma,AG,11,0.0,0.047,1.17,2.54,6156.0,7.01
Thamer Al Khaibri,AG,4,0.02,0.082,0.0,6.17,2430.0,0.0
Thiago Fernández,AG,12,0.0485,0.2175,1.485,2.3200000000000003,6912.0,2.815
Thibaud Verlinden,AG,14,0.0465,0.201,1.085,2.165,7452.0,4.75
Thierno Barry,AG,9,0.041,0.0,0.0,1.77,9072.0,2.14
Thierry Correia,AG,10,0.0,0.041999999999999996,1.0,1.825,8532.0,4.195
Thomas Bruns,AG,7,0.0,0.064,0.0,3.26,4860.0,6.0
Thomas Lemar,AG,11,0.05,0.064,0.0,2.07,7560.0,2.0
Thomas Meunier,AG,12,0.0,0.0355,0.0,1.9700000000000002,8154.0,5.779999999999999
Tiago Gouveia,AG,9,0.08,0.039,0.0,3.24,4860.0,6.0
Tiago Santos,AG,7,0.043,0.05,0.0,1.78,8856.0,4.0
Tiago Tomás,AG,10,0.0475,0.051500000000000004,0.0,3.8899999999999997,4428.0,4.470000000000001
Tijjani Noslin,AG,10,0.21050000000000002,0.024,0.59,3.19,4914.0,3.455
Timothee Nkada,AG,10,0.1745,0.0155,0.0,3.55,4339.285,1.3050000000000002
Tobias Mohr,AG,7,0.0,0.196,1.18,1.93,8208.0,3.0
Tom Louchet,AG,9,0.034,0.027,1.06,1.96,8100.0,3.6
Tommaso Barbieri,AG,8,0.015,0.031,0.0,2.505,6966.0,2.9450000000000003
Tomáš Rigo,AG,10,0.01,0.036500000000000005,1.135,1.93,8424.0,5.52
Tristan van Gilst,AG,8,0.023,0.042499999999999996,1.7650000000000001,3.7699999999999996,4266.0,4.25
Tygo Land,AG,14,0.0,0.0785,1.35,1.77,9234.0,4.865
Tyreece Campbell,AG,13,0.05,0.02,1.01,2.02,7992.0,3.0
Tyrese Noslin,AG,12,0.0465,0.0065,0.0,3.0,5184.0,5.1850000000000005
Tyrhys Dolan,AG,14,0.0,0.1145,1.06,2.025,7992.0,4.470000000000001
Umar Sadiq,AG,12,0.1575,0.024,0.5,2.5300000000000002,6210.0,4.455
Unai López,AG,9,0.056,0.031,0.0,2.6,5940.0,8.0
Vanderson,AG,10,0.0,0.097,1.5899999999999999,1.87,8586.0,10.145
Vasilios Zagaritis,AG,13,0.01,0.09,1.0,1.81,8532.0,4.74
Victor Okoh Boniface,AG,6,0.21649999999999997,0.036500000000000005,0.0,4.99,3186.0,3.385
Victor Torp,AG,6,0.0465,0.028499999999999998,0.0,4.699999999999999,3456.0,4.82
Vinicius Júnior,AG,14,0.285,0.1375,2.0,1.6949999999999998,9720.0,3.605
Vito van Crooij,AG,11,0.0,0.04,2.0,2.01,7884.0,3.6
Víctor García,AG,10,0.036000000000000004,0.056,1.245,2.01,7884.0,4.145
Walid Cheddira,AG,14,0.16,0.03,0.0,2.495,6264.0,1.22
Walid Ould-Chikh,AG,12,0.005,0.0735,1.365,2.385,6534.0,4.79
Wesley Delgado,AG,11,0.049,0.043,1.0,1.77,9072.0,6.79
Will Smallbone,AG,7,0.05,0.07,1.8,2.21,7344.0,4.01
William Osula,AG,6,0.3675,0.0,0.0,2.08,7560.0,1.7149999999999999
Williot Swedberg,AG,11,0.0,0.06,1.5,3.24,4860.0,3.33
Woo-Yeong Jeong,AG,13,0.06,0.02,0.0,2.34,6588.0,3.33
Yassin Oukili,AG,9,0.09,0.013,0.0,3.3,4860.0,4.44
Yassine Kechta,AG,5,0.0,0.038,1.88,5.09,2916.0,8.18
Youri Regeer,AG,14,0.0,0.0305,0.0,1.98,8046.0,5.27
Yousef Al-Shammari,AG,8,0.6065,0.010499999999999999,0.0,1.91,8370.0,0.66
Youssef Hamdaoui,AG,6,0.1785,0.08299999999999999,0.0,5.18,3132.0,5.83
Youssef el Kachati,AG,6,0.21000000000000002,0.1335,0.0,5.32,2862.0,5.605
Yu Hirakawa,AG,8,0.0,0.0895,1.325,3.92,4104.0,4.34
Yunus Konak,AG,11,0.012,0.012,0.0,2.0,7992.0,3.75
Yussuf Poulsen,AG,7,0.0,0.039,0.0,5.89,2700.0,3.45
Zak Sturge,AG,14,0.036500000000000005,0.0205,0.0,1.78,8856.0,5.5
Zeidane Inoussa,AG,9,0.0,0.089,0.0,2.66,5940.0,5.81
Álvaro Rodriguez,AG,12,0.4235,0.061,0.5,1.92,8208.0,2.3
Ísak Bergmann Jóhannesson,AG,11,0.0,0.112,1.29,2.12,7560.0,4.0
Łukasz Łakomy,AG,10,0.01,0.037,0.5,2.05,7722.0,5.215
Abdessamad Ezzalzouli,ATT,13,0.265,0.05,1.15,1.77,9504.0,5.29
Abdoulaye Sissako,ATT,14,0.055,0.031,0.0,1.665,9720.0,7.18
Abdoulaye Touré,ATT,13,0.06,0.021,0.0,1.69,9288.0,3.45
Abdulaziz Al Hatila,ATT,9,0.087,0.093,2.0,2.46,6264.0,3.16
Adam Armstrong,ATT,14,0.095,0.0165,0.0,1.66,9504.0,1.0
Adam Hložek,ATT,8,0.219,0.0505,1.865,2.01,7992.0,3.54
Ademola Lookman,ATT,12,0.086,0.1085,1.54,2.46,6372.0,2.9299999999999997
Adnane Abid,ATT,12,0.10900000000000001,0.086,2.5,2.48,6588.0,6.0
Adrien Rabiot,ATT,13,0.06,0.04,0.0,1.64,9720.0,5.0
Aidan Morris,ATT,13,0.06,0.11,2.0,1.67,9720.0,9.0
Aiham Ousou,ATT,14,0.1,0.02,0.5,1.64,9720.0,5.0
Ajdin Hrustić,ATT,14,0.065,0.185,1.5350000000000001,1.6349999999999998,9720.0,4.0
Akor Adams,ATT,13,0.25,0.02,0.56,1.77,8748.0,2.53
Ala'a Al-Hejji,ATT,11,0.096,0.053,1.01,1.66,9720.0,6.0
Alan Browne,ATT,11,0.16,0.04,0.0,1.66,9720.0,3.0
Albert Guðmundsson,ATT,11,0.148,0.03,1.01,1.7,9180.0,2.0
Alejandro Garnacho,ATT,10,0.075,0.0395,2.215,2.615,6426.0,3.505
Aleksandar Stanković,ATT,14,0.059000000000000004,0.04,1.0,1.7349999999999999,9342.0,5.0
Alex Mowatt,ATT,8,0.07,0.123,2.0,1.6749999999999998,9720.0,6.02
Alex Scott,ATT,14,0.115,0.05,1.0,1.65,9720.0,8.0
Alexander Sørloth,ATT,12,0.025,0.0,0.0,3.5349999999999997,4914.0,1.35
Alexandre Lacazette,ATT,14,0.16899999999999998,0.087,1.045,1.68,9720.0,1.045
Alexis Claude-Maurice,ATT,13,0.32,0.07,1.0,1.68,9720.0,5.0
Alexis Sánchez,ATT,7,0.23,0.1,2.0,2.12,7560.0,3.0
Alfie Devine,ATT,13,0.09,0.22,2.0,1.66,9720.0,5.0
Ali Al Azaizah,ATT,11,0.127,0.13,0.71,2.26,7020.0,4.09
Ali Jasim,ATT,14,0.133,0.0535,1.085,1.87,8424.0,4.15
Alieu Fadera,ATT,5,0.148,0.011,1.11,2.08,7884.0,3.53
Allan Saint-Maximin,ATT,12,0.075,0.1205,3.275,4.25,3780.0,5.025
Amine Adli,ATT,8,0.061,0.087,0.68,1.9749999999999999,8208.0,5.08
Amine Gouiri,ATT,14,0.21750000000000003,0.037,1.0550000000000002,1.9649999999999999,8478.0,2.24
Amine Sbai,ATT,13,0.056,0.071,1.0,1.69,9612.0,3.1
Amir Saâyoud,ATT,10,0.14,0.1875,2.5,3.915,4968.0,7.785
Andrej Ilić,ATT,13,0.35,0.05,1.0,1.65,9720.0,2.09
Andrej Kramarić,ATT,13,0.24,0.152,1.01,1.92,8100.0,3.65
André Ayew,ATT,11,0.172,0.026,1.0,2.01,7776.0,2.31
Anis Hadj Moussa,ATT,14,0.095,0.27,2.01,1.68,9720.0,6.0
Ante Budimir,ATT,13,0.347,0.011,0.0,1.8,8964.0,1.0
Anthony Gordon,ATT,13,0.189,0.03,1.05,1.91,8424.0,2.05
Anthony Valencia,ATT,12,0.095,0.0645,1.005,1.67,9666.0,5.645
Antoine Bernier,ATT,13,0.133,0.065,1.12,1.89,8316.0,2.9
Antoine Griezmann,ATT,11,0.189,0.032,1.07,2.1,7560.0,1.48
Antoine Semenyo,ATT,13,0.109,0.02,1.0,1.67,9396.0,3.0
Anton Kade,ATT,12,0.401,0.21,1.29,2.45,6264.0,5.470000000000001
Antonio Vergara,ATT,10,0.08,0.08149999999999999,1.075,1.91,8478.0,5.25
Arbnor Muja,ATT,14,0.23399999999999999,0.162,1.15,1.9949999999999999,7992.0,4.25
Arijon Ibrahimović,ATT,12,0.269,0.284,2.44,2.33,6804.0,7.109999999999999
Armand Laurienté,ATT,14,0.0645,0.128,2.0,1.99,8208.0,3.56
Arnaud Kalimuendo,ATT,13,0.15,0.043,1.0,1.64,9720.0,1.25
Arnold Vula,ATT,14,0.605,0.0505,1.075,1.64,9720.0,1.5
Artem Dovbyk,ATT,10,0.061,0.033,2.0700000000000003,2.91,5454.0,0.525
Arthur Atta,ATT,14,0.060000000000000005,0.032,0.0,1.72,9720.0,5.0
Assan Ouédraogo,ATT,10,0.10650000000000001,0.1235,1.28,2.295,6912.0,5.385
Aune Selland Heggebø,ATT,11,0.307,0.03,0.0,1.77,9072.0,2.02
Aurélien Scheidler,ATT,14,0.255,0.025,0.0,1.67,9720.0,1.5
Ayoze Pérez,ATT,8,0.11449999999999999,0.042,0.645,2.67,6048.0,2.3449999999999998
Barry Bannan,ATT,6,0.0835,0.0415,1.08,2.165,7344.0,4.33
Bazoumana Touré,ATT,13,0.138,0.136,1.5,1.71,9612.0,5.0
Başar Önal,ATT,14,0.07200000000000001,0.20600000000000002,1.98,1.8199999999999998,9018.0,5.0
Ben Brereton Díaz,ATT,14,0.11499999999999999,0.035,1.0,1.75,9288.0,3.73
Benjamin Šeško,ATT,8,0.322,0.01,0.0,1.77,9180.0,1.06
Beto,ATT,9,0.304,0.0,0.75,2.11,7992.0,1.3
Bilal El Khannouss,ATT,9,0.133,0.15,2.0,1.73,9504.0,5.0
Brajan Gruda,ATT,11,0.4,0.251,1.48,2.35,6588.0,4.39
Breel Embolo,ATT,10,0.055,0.006,0.0,2.19,7236.0,2.325
Brian De Keersmaecker,ATT,14,0.055,0.025,0.5,1.64,9720.0,6.875
Bruno Guimarães,ATT,13,0.06,0.19,3.0,1.69,9720.0,6.07
Bryan Heynen,ATT,14,0.08499999999999999,0.08,2.0,1.66,9720.0,5.21
Bryan Linssen,ATT,14,0.3565,0.0445,1.1150000000000002,1.9649999999999999,8046.0,1.215
Bryan Mbeumo,ATT,14,0.163,0.0385,1.635,1.76,8802.0,2.855
Caleb Taylor,ATT,14,0.08,0.005,0.0,1.665,9720.0,5.5
Callum Hudson Odoi,ATT,13,0.061,0.12,2.43,2.23,7128.0,4.0
Callum Lang,ATT,13,0.075,0.047,1.0,2.02,7668.0,4.49
Cameron Puertas,ATT,11,0.07,0.13,1.14,1.65,9720.0,7.97
Camiel Neghli,ATT,14,0.095,0.20500000000000002,1.54,1.66,9720.0,7.0
Can Uzun,ATT,8,0.175,0.10650000000000001,1.2149999999999999,2.395,6696.0,4.43
Carlos Forbs,ATT,14,0.109,0.2145,1.3900000000000001,1.81,9072.0,3.79
Carlos Junior,ATT,10,0.20249999999999999,0.010499999999999999,0.5,1.74,9288.0,3.125
Carlos Álvarez,ATT,11,0.084,0.04,2.28,1.96,8100.0,4.0
Carlton Morris,ATT,9,0.14,0.015,0.0,1.74,9612.0,2.02
Casemiro,ATT,14,0.056499999999999995,0.051500000000000004,1.005,1.71,9504.0,5.585
Casper Nielsen,ATT,13,0.06,0.186,1.0,1.68,9720.0,5.0
Charles-Andreas Brym,ATT,11,0.08,0.05,1.01,1.69,9612.0,3.03
Cher Ndour,ATT,13,0.084,0.03,0.0,1.68,9720.0,4.59
