Nom,Poste_Cat,Matchs,xG,xA,KP,Drb,Dist,Def
Gonçalo Rodrigues,CB,13,0.0,0.012,1.0,1.64,9720.0,6.0
Haris Belkebla,CB,14,0.0,0.01,0.0,1.64,9720.0,5.0
Harry Maguire,CB,11,0.0,0.01,0.0,1.66,9720.0,4.62
Harry Souttar,CB,11,0.0,0.0,0.0,1.66,9720.0,5.0
Hassan Ali Rabea,CB,14,0.0,0.0,0.0,1.64,9720.0,11.0
Hassan Altambakti,CB,13,0.0,0.01,0.0,1.7,9396.0,5.92
Hauke Wahl,CB,14,0.0,0.01,0.0,1.6349999999999998,9720.0,4.5
Himad Abdelli,CB,4,0.0,0.0,0.635,2.635,6264.0,6.435
Hugo Duro,CB,9,0.0,0.0,0.0,2.36,6804.0,1.43
Ibe Hautekiet,CB,14,0.0,0.01,0.0,1.64,9720.0,4.0
Ibou Sane,CB,12,0.0,0.0,0.0,2.23,7074.0,3.16
Ibrahim Karamoko,CB,13,0.0,0.01,0.0,1.66,9720.0,6.0
Ibrahima Konaté,CB,11,0.0,0.01,0.0,1.64,9720.0,5.0
Idrissa Touré,CB,9,0.0,0.013,0.0,2.08,7560.0,3.86
Ilia Gruev,CB,9,0.0,0.01,0.0,1.93,8100.0,2.73
Isak Hien,CB,10,0.0,0.0,0.0,1.64,9720.0,9.0
Ismael Doukouré,CB,14,0.0,0.0,0.0,1.64,9720.0,5.0
Iván Márquez,CB,13,0.0,0.0,0.0,1.63,9720.0,2.0
Iñigo Martínez,CB,14,0.0,0.0165,0.0,1.68,9720.0,5.529999999999999
Jack Hendry,CB,12,0.0,0.0,0.0,1.64,9720.0,5.0
Jackson Tchatchoua,CB,10,0.0,0.018,1.0,1.6549999999999998,9720.0,3.5
Jacobo Ramón,CB,14,0.0,0.01,0.5,1.64,9720.0,4.5
Jaka Bijol,CB,12,0.0,0.0,0.0,1.645,9720.0,4.135
Jake O'Brien,CB,13,0.0,0.01,0.0,1.64,9720.0,4.0
Jamal Harkass,CB,14,0.0,0.01,0.0,1.64,9720.0,5.0
James Abankwah,CB,13,0.0,0.01,0.0,1.64,9720.0,4.93
Jamil Siebert,CB,12,0.0,0.01,0.0,1.6549999999999998,9720.0,3.0
Jasper Dahlhaus,CB,13,0.0,0.01,0.0,1.62,9720.0,6.0
Javi Morcillo,CB,9,0.0,0.0,0.0,1.64,9720.0,11.0
Jay Idzes,CB,14,0.0,0.0,0.0,1.645,9720.0,3.0
Jean-Ricner Bellegarde,CB,9,0.0,0.011,0.91,1.98,7992.0,4.14
Jeff Chabot,CB,12,0.0,0.014,0.0,1.6349999999999998,9720.0,4.8100000000000005
Jerolldino Bergraaf,CB,7,0.0,0.012,0.0,2.35,6804.0,1.15
Jesper Karlström,CB,14,0.0,0.01,1.0,1.64,9720.0,5.3100000000000005
Jhon Lucumí,CB,12,0.0,0.015,0.0,1.64,9720.0,7.75
Joachim Andersen,CB,12,0.0,0.01,0.0,1.64,9720.0,5.0
Joakim Mæhle,CB,11,0.0,0.013,1.0,1.65,9720.0,6.0
Joe Gomez,CB,8,0.0,0.01,0.0,1.73,9018.0,4.84
Joe Rodon,CB,13,0.0,0.01,0.0,1.66,9720.0,3.0
Joel Latibeaudiere,CB,11,0.0,0.0,0.0,1.65,9720.0,3.0
Joel Ordóñez,CB,14,0.0,0.01,0.0,1.63,9720.0,5.0
Joel Schmied,CB,9,0.0,0.014,0.0,1.66,9720.0,3.0
Johan Vásquez,CB,13,0.0,0.01,0.0,1.64,9720.0,4.0
Johnny Cardoso,CB,11,0.0,0.01,0.0,2.39,6588.0,6.0
Jon Gorrotxategi,CB,12,0.0,0.013000000000000001,0.0,1.815,8694.0,4.5
Jon Martin,CB,12,0.0,0.0025,0.0,1.63,9720.0,4.5
Jonathan Gradit,CB,12,0.0,0.015,0.0,1.66,9720.0,5.12
Jonathan Tah,CB,11,0.0,0.01,0.0,1.66,9720.0,6.0
Jordan Bustin,CB,14,0.0,0.01,0.0,1.6549999999999998,9720.0,4.5
Jordan Lefort,CB,14,0.0,0.01,0.0,1.64,9720.0,4.5
Jordan Storey,CB,11,0.0,0.0,0.0,1.62,9720.0,4.0
Jordan Torunarigha,CB,12,0.0,0.01,0.0,1.6349999999999998,9720.0,3.3
Jorge Cuenca,CB,10,0.0,0.005,0.0,1.65,9720.0,5.5
Jorrel Hato,CB,8,0.0,0.015,0.5,1.64,9720.0,5.77
Josip Šutalo,CB,13,0.0,0.01,0.0,1.64,9720.0,7.0
Josué Homawoo,CB,12,0.0,0.0,0.0,1.96,8370.0,5.375
José Copete,CB,13,0.0,0.01,0.0,1.66,9720.0,4.0
Joël Veltman,CB,6,0.0,0.0,0.0,1.755,9018.0,3.255
Joško Gvardiol,CB,13,0.0,0.01,0.0,1.66,9720.0,5.0
Juan Iglesias,CB,14,0.0,0.015,0.5,1.6549999999999998,9720.0,4.0
Julius Dirksen,CB,13,0.0,0.01,0.0,1.99,8532.0,4.56
Justin Hubner,CB,12,0.0,0.01,0.235,1.64,9720.0,5.28
Karim Coulibaly,CB,12,0.0,0.0175,0.0,1.63,9720.0,3.35
Karol Mets,CB,14,0.0,0.01,0.0,1.6349999999999998,9720.0,4.0
Kayne Ramsay,CB,13,0.0,0.01,0.0,1.66,9720.0,5.0
Kelvin Amian,CB,11,0.0,0.01,0.0,1.62,9720.0,2.0
Kevin Danso,CB,10,0.0,0.015,0.0,1.64,9720.0,4.5600000000000005
Khaled Al-Lazam,CB,13,0.0,0.0,0.0,3.23,4860.0,1.0
Khalifah Al-Dawsari,CB,12,0.0,0.005,0.0,1.64,9720.0,5.215
Kialonda Gaspar,CB,12,0.0,0.0,0.0,1.63,9720.0,2.6799999999999997
Kingsley Ehizibue,CB,12,0.0,0.01,0.0,1.65,9720.0,4.095000000000001
Kojo Peprah Oppong,CB,11,0.0,0.0,0.0,1.65,9720.0,6.0
Koni De Winter,CB,10,0.0,0.01,0.0,1.65,9720.0,4.5
Konstantinos Mavropanos,CB,13,0.0,0.0,0.0,1.64,9720.0,5.0
Koray Günter,CB,14,0.0,0.0,0.0,1.62,9720.0,5.0
Kristi Montgomery,CB,5,0.0,0.01,0.0,1.62,9720.0,6.0
Krépin Diatta,CB,12,0.0,0.0065,1.065,2.33,6896.57,5.115
Kwadwo Baah,CB,4,0.0,0.0,0.0,5.18,3132.0,4.605
Kwasi Sibo,CB,14,0.0,0.005,0.0,2.075,7614.0,5.07
Kyle Joseph,CB,9,0.0,0.0,0.0,4.88,3240.0,3.75
Kévin N'Doram,CB,11,0.0,0.01,0.0,2.04,7884.0,4.0
Ladislav Krejčí,CB,13,0.0,0.0,0.0,1.64,9720.0,5.0
Lars-Jørgen Salvesen,CB,3,0.0,0.0,0.0,4.58,3348.0,1.23
Lautaro Valenti,CB,11,0.0,0.01,0.0,1.64,9720.0,3.0
Leonardo Balerdi,CB,13,0.0,0.01,0.0,1.63,9720.0,7.0
Lewis Ferguson,CB,10,0.0,0.0135,0.0,1.64,9720.0,4.25
Lewis Gibson,CB,13,0.0,0.01,0.0,1.64,9720.0,4.0
Lewis Miller,CB,13,0.0,0.01,0.0,1.66,9720.0,4.43
Liam Cooper,CB,10,0.0,0.0,0.0,1.6549999999999998,9720.0,4.755
Liam Cullen,CB,9,0.0,0.0,0.0,4.37,3456.0,3.0
Liam Palmer,CB,14,0.0,0.01,0.0,1.62,9720.0,4.43
Logan Costa,CB,11,0.0,0.0,0.0,1.65,9720.0,4.0
Luca Ranieri,CB,13,0.0,0.01,0.0,1.64,9720.0,3.03
Lucas Tousart,CB,5,0.0,0.0,0.0,3.24,4860.0,4.09
Lukas Nmecha,CB,8,0.0,0.0065,1.2000000000000002,2.205,7398.0,2.4050000000000002
Luke Chambers,CB,13,0.0,0.011,0.0,2.3,6912.0,4.22
Luke Cundle,CB,4,0.0,0.01,0.0,3.26,4860.0,3.0
Lyle Foster,CB,10,0.0,0.0,0.0,2.25,6966.0,2.6550000000000002
Léo Pétrot,CB,11,0.0,0.01,0.0,1.64,9720.0,4.0
Maas Willemsen,CB,14,0.0,0.016,0.0,1.64,9720.0,5.5
Macaulay Langstaff,CB,6,0.0,0.010499999999999999,0.0,2.55,6534.0,2.0
Madallah Al-Olayan,CB,8,0.0,0.013000000000000001,0.0,2.01,8154.0,4.965
Maksym Talovierov,CB,11,0.0,0.01,0.0,1.66,9720.0,6.0
Malang Sarr,CB,14,0.0,0.01,0.0,1.645,9720.0,8.0
Malick Thiaw,CB,12,0.005,0.01,0.0,1.6400000000000001,9720.0,4.0
Malik Tillman,CB,7,0.0,0.011,1.0,2.16,7236.0,5.37
Mandela Keita,CB,14,0.0,0.0115,0.0,1.725,9288.0,6.5
Manuel Akanji,CB,12,0.025,0.020499999999999997,0.0,1.665,9720.0,5.3100000000000005
Manuel Sánchez,CB,13,0.0,0.015,0.0,1.62,9720.0,4.0
Marc Aguado,CB,14,0.0,0.011,0.0,1.88,8424.0,4.395
Marin Pongračić,CB,12,0.0,0.0,0.0,1.65,9720.0,5.125
Mark McKenzie,CB,12,0.0,0.015,0.0,1.645,9720.0,7.0
Marko Stamenić,CB,13,0.0,0.01,0.0,1.87,8316.0,4.68
Martin Valjent,CB,14,0.0,0.0095,0.0,1.63,9720.0,2.9299999999999997
Marvin Young,CB,14,0.0,0.01,0.0,1.64,9720.0,5.5
Marwane Saadane,CB,13,0.0,0.01,0.0,1.64,9720.0,7.0
Mateo Borrell,CB,11,0.0,0.01,0.0,1.92,8424.0,4.0
Mathew Ryan,CB,14,0.0,0.0,0.0,1.66,9720.0,8.5
Matisse Didden,CB,13,0.0,0.01,0.0,1.64,9720.0,4.0
Matt Clarke,CB,14,0.0,0.01,0.0,1.645,9720.0,5.5
Matt Godden,CB,9,0.0,0.0,0.0,2.37,6588.0,3.0
Matte Smets,CB,14,0.0,0.01,0.0,1.645,9720.0,4.6899999999999995
Matteo Gabbia,CB,11,0.0,0.0,0.0,1.64,9720.0,2.0
Matthew Pollock,CB,12,0.0,0.005,0.0,1.63,9720.0,3.0
Matthijs de Ligt,CB,11,0.0,0.0,0.0,1.64,9720.0,5.0
Matties Volckaert,CB,14,0.0,0.01,0.0,1.65,9720.0,3.0
Mawouna Amevor,CB,14,0.0,0.0,0.0,1.625,9720.0,5.0
Max Lowe,CB,14,0.0,0.012,0.0,1.6349999999999998,9720.0,6.0
Maxence Maisonneuve,CB,12,0.0,0.01,0.0,1.62,9720.0,4.5
Maxime Colin,CB,12,0.0,0.005,0.0,1.745,9072.0,4.3100000000000005
Maxime Estève,CB,14,0.0,0.0,0.0,1.62,9720.0,5.0
Melvin Bard,CB,14,0.0,0.01,0.0,1.65,9720.0,7.0
Micky van de Ven,CB,14,0.0,0.0,0.0,1.63,9720.0,3.0
Mike Van der Hoorn,CB,13,0.0,0.01,0.0,1.66,9720.0,4.0
Mike te Wierik,CB,10,0.0,0.006,0.0,1.63,9720.0,3.4
Mikel Jauregizar,CB,14,0.0,0.014499999999999999,0.0,1.8900000000000001,8424.0,6.0
Mikel Villanueva,CB,14,0.0,0.0,0.0,1.64,9720.0,3.665
Milan Borjan,CB,14,0.0,0.0,0.0,1.64,9720.0,11.5
Miloš Kerkez,CB,9,0.0,0.012,1.0,1.88,8424.0,6.0
Mohamed Simakan,CB,13,0.0,0.01,0.0,1.66,9720.0,6.0
Mohammad Alsalkhadi,CB,10,0.0,0.0145,0.5,2.385,6534.0,5.095000000000001
Mohammed Al Baqawi,CB,14,0.0,0.01,0.0,1.65,9720.0,4.5
Mohammed Al Dossari,CB,13,0.0,0.01,0.0,1.64,9720.0,4.0
Mohammed Al Fatil,CB,11,0.0,0.0,0.0,2.01,7668.0,3.86
Mohammed Al-Khabrani,CB,14,0.0,0.01,0.0,1.65,9720.0,5.0
Mohammed Al-Khaibari,CB,13,0.0,0.0,0.0,1.64,9720.0,4.0
Mohammed Al-Konaideri,CB,10,0.0,0.0,0.5,1.6349999999999998,9720.0,5.085
Mohammed Al-Kunaydiri,CB,14,0.0,0.0,0.5,1.645,9720.0,10.115
Mohammed Al-Thani,CB,13,0.0,0.01,0.0,1.62,9720.0,3.0
Mohammed Salisu,CB,13,0.0,0.01,0.0,1.66,9720.0,5.0
Montassar Talbi,CB,14,0.0,0.005,0.0,1.64,9720.0,4.0
Moritz Jenz,CB,10,0.0,0.01,0.0,1.6349999999999998,9720.0,2.5
Morten Frendrup,CB,14,0.0,0.01,0.5,1.6549999999999998,9720.0,5.529999999999999
Moussa Niakhaté,CB,13,0.0,0.01,0.0,1.66,9720.0,6.0
Moustapha Mbow,CB,12,0.0,0.0,0.0,1.6549999999999998,9720.0,6.0
Mujaid Sadick,CB,10,0.0,0.009000000000000001,0.0,1.6349999999999998,9720.0,5.0
Murillo,CB,13,0.0,0.01,0.0,1.66,9720.0,6.0
Musa Barrow,CB,13,0.0,0.0,1.0,1.85,9396.0,3.44
Muteb Al-Mufarrij,CB,14,0.0,0.005,0.0,1.6549999999999998,9720.0,3.05
Nabil Donga,CB,14,0.0,0.012,0.0,1.77,9018.0,7.0
Nacho Fernández,CB,14,0.0,0.01,0.0,1.645,9720.0,6.5
Nahuel Molina,CB,12,0.0,0.012,0.0,2.04,7938.0,5.225
Nahuel Tenaglia,CB,13,0.0,0.0,0.0,1.63,9720.0,4.0
Naif Assery,CB,10,0.0,0.0,0.0,1.62,9720.0,3.5
Naif Masoud,CB,13,0.0,0.0,0.0,2.38,6588.0,8.18
Nasser Al Haleel,CB,12,0.0,0.0,0.0,1.6349999999999998,9720.0,5.645
Natan,CB,11,0.0,0.0,0.0,1.62,9720.0,4.0
Nathan Collins,CB,11,0.0,0.0,0.0,1.63,9720.0,3.0
Nathaniel Phillips,CB,11,0.0,0.01,0.0,1.66,9720.0,5.0
Nayef Aguerd,CB,13,0.0,0.0,0.0,1.64,9720.0,4.0
Neville Nwankwo,CB,14,0.0,0.005,0.0,1.62,9720.0,6.0
Nick Verschuren,CB,14,0.0,0.0,0.0,1.63,9720.0,4.5
Nick Woltemade,CB,9,0.0,0.01,0.0,2.14,7236.0,4.0
Nico Elvedi,CB,14,0.0,0.01,0.5,1.66,9720.0,5.5
Nico Schlotterbeck,CB,13,0.08,0.05,0.0,1.66,9720.0,7.0
Nicolai Remberg,CB,14,0.0,0.01,0.0,1.63,9720.0,5.5
Nicolas Cozza,CB,14,0.0,0.01,0.0,1.62,9720.0,4.5
Nicolas Fonseca,CB,11,0.0,0.012,0.0,2.31,6912.0,6.92
Nicolò Bertola,CB,9,0.0,0.01,0.0,1.63,9720.0,3.0
Nikola Milenković,CB,13,0.0,0.0,0.0,1.64,9720.0,2.22
Noah Eile,CB,14,0.0,0.005,0.0,1.64,9720.0,3.0
Noussair Mazraoui,CB,7,0.0,0.01,0.0,1.71,9180.0,2.73
Odeluga Offiah,CB,11,0.0,0.014,0.0,1.64,9720.0,5.0
Oliver Sørensen,CB,8,0.0,0.013,0.0,2.1950000000000003,7236.0,2.55
Omar Alderete,CB,14,0.0,0.005,0.26,1.6549999999999998,9720.0,4.145
Omar Mascarell,CB,14,0.0,0.0115,0.0,1.64,9720.0,7.0
Osama Al-Boardi,CB,11,0.0,0.01,0.0,1.66,9504.0,6.21
Oscar Bobb,CB,9,0.0,0.0,1.0,2.33,6696.0,4.22
Oumar Ngom,CB,11,0.0,0.011,0.0,1.95,8424.0,7.0
Ousmane Camara,CB,13,0.0,0.0,0.0,1.64,9720.0,5.0
Pablo Marín,CB,11,0.0,0.0,0.0,2.73,5724.0,3.27
Pau Cubarsí,CB,13,0.0,0.02,0.0,1.66,9720.0,4.0
Philipp Lienhart,CB,12,0.0,0.0115,0.0,2.0,7884.0,4.715
Philipp Treu,CB,12,0.0,0.0155,0.0,1.625,9720.0,5.0
Precious Ugwu,CB,14,0.0,0.015,0.0,1.62,9720.0,4.5
Qasim Lajami,CB,12,0.0,0.01,0.0,1.6349999999999998,9720.0,5.5
Rafik Belghali,CB,13,0.0,0.0,1.0,1.68,9396.0,5.0
Rakan Kaabi,CB,14,0.0,0.005,0.0,1.6549999999999998,9612.0,6.07
Rani Khedira,CB,14,0.0,0.01,0.0,1.635,9720.0,3.0
Rasmus Nicolaisen,CB,14,0.0,0.005,0.0,1.64,9720.0,5.904999999999999
Rayan Hamed,CB,13,0.0,0.01,0.0,1.62,9720.0,3.0
Reinildo Mandava,CB,12,0.0,0.012,0.0,1.66,9720.0,6.5
Renato Veiga,CB,11,0.0,0.0,0.0,1.64,9720.0,3.0
Rhys Bozinovski,CB,11,0.0,0.0,0.0,1.96,7776.0,6.67
Ricardo Pereira,CB,12,0.0,0.0155,0.5,1.66,9666.0,7.04
Rick Meissen,CB,13,0.0,0.01,0.0,1.66,9720.0,5.06
Riyad Idrissi,CB,7,0.0,0.0,0.0,3.22,4860.0,6.0
Rob Dickie,CB,11,0.0,0.01,0.0,1.64,9720.0,5.0
Robert Atkinson,CB,14,0.0,0.010499999999999999,0.0,1.98,8154.0,5.0
Robin Hranáč,CB,10,0.0,0.01,0.0,1.6549999999999998,9720.0,4.43
Robin Koch,CB,14,0.0,0.015,0.0,1.64,9720.0,5.5
Robin Le Normand,CB,11,0.0,0.0,0.0,1.66,9720.0,4.0
Rodrigo Gomes,CB,8,0.0,0.0,0.0,4.125,3996.0,0.635
Roggerio Nyakossi,CB,14,0.0,0.0025,0.0,1.625,9720.0,4.425
Romaine Mundle,CB,8,0.0,0.0,0.0,3.615,4482.0,4.555
Ronald Araújo,CB,8,0.091,0.005,0.0,1.9700000000000002,8424.0,2.66
Ross McCrorie,CB,12,0.0,0.013,0.0,1.685,9234.0,2.77
Ruben Kluivert,CB,11,0.0,0.01,0.0,1.64,9720.0,6.0
Ryan Sessegnon,CB,10,0.0,0.01,0.0,1.7000000000000002,9234.0,4.145
Saad Yaslam Balobaid,CB,14,0.0,0.005,0.0,1.645,9720.0,3.1950000000000003
Sadibou Sané,CB,13,0.0,0.0,0.0,1.65,9720.0,7.0
Saeed Al Hamsal,CB,12,0.0,0.0175,0.0,1.6549999999999998,9612.0,3.525
Sam Beukema,CB,10,0.0,0.015,0.0,1.6549999999999998,9720.0,4.5
Sam Kersten,CB,14,0.0,0.01,0.0,1.64,9720.0,3.8
Samir Caetano,CB,14,0.0,0.01,0.0,1.625,9720.0,5.0
Samson Baidoo,CB,13,0.0,0.01,0.0,1.66,9720.0,7.56
Samuel Gueulette,CB,10,0.0,0.006,0.0,3.2800000000000002,4451.145,6.8100000000000005
Samú Costa,CB,14,0.0,0.010499999999999999,0.0,1.745,9288.0,4.1899999999999995
Sandro Kulenović,CB,5,0.0,0.0,0.0,2.4,6480.0,3.0
Santiago Bueno,CB,13,0.0,0.0,0.0,1.64,9720.0,3.0
Santiago Giménez,CB,11,0.0,0.0,0.0,2.44,6696.0,1.43
Santiago Mouriño,CB,13,0.0,0.011,0.0,1.66,9720.0,5.0
Saúl Coco,CB,14,0.0,0.01,0.0,1.6349999999999998,9720.0,4.0
Sean McLoughlin,CB,14,0.0,0.015,0.0,1.645,9720.0,4.5
Sebastiano Luperto,CB,14,0.0,0.0,0.0,1.64,9720.0,3.0
Sergi Roberto,CB,8,0.0,0.0,0.0,2.7,6048.0,5.6850000000000005
Sergio González,CB,11,0.0,0.01,0.0,1.64,9720.0,4.0
Shawn Adewoye,CB,10,0.0,0.0,0.0,1.64,9720.0,6.0
Simone Canestrelli,CB,13,0.0,0.01,0.0,1.63,9720.0,4.0
Sinaly Diomandé,CB,14,0.0,0.01,0.0,1.64,9720.0,4.0
Sondre Langås,CB,12,0.0,0.0,0.0,1.625,9720.0,3.955
Stav Lemkin,CB,14,0.0,0.01,0.0,1.64,9720.0,4.76
Sultan Tanker,CB,10,0.0,0.0,0.0,1.62,9720.0,5.41
Tajon Buchanan,CB,10,0.0,0.007,0.0,2.41,6642.0,6.1850000000000005
Takahiro Akimoto,CB,12,0.0,0.01,0.5,1.64,9720.0,5.0
Thilo Kehrer,CB,14,0.0,0.01,0.0,1.6549999999999998,9720.0,4.0
Thomas Beelen,CB,14,0.0,0.01,0.0,1.6549999999999998,9720.0,5.0
Thomas Kristensen,CB,14,0.0,0.01,0.0,1.64,9720.0,3.5
Tiago Gabriel,CB,14,0.0,0.0,0.0,1.66,9720.0,4.27
Timothy Castagne,CB,9,0.0,0.01,0.0,1.65,9720.0,4.0
Tokmac Chol Nguen,CB,12,0.0,0.0,0.0,2.0,7992.0,3.375
Tomoya Ando,CB,13,0.0,0.01,0.0,1.63,9720.0,5.45
Tomáš Souček,CB,14,0.0,0.01,0.0,1.6549999999999998,9720.0,4.125
Trevoh Chalobah,CB,12,0.0,0.01,0.0,1.64,9720.0,5.0
Tyler Adams,CB,11,0.0,0.014,0.0,1.83,8640.0,6.0
Ugo Raghouber,CB,9,0.0,0.01,0.0,2.4,6804.0,7.76
Urko González,CB,14,0.0,0.0155,0.0,1.6349999999999998,9720.0,5.645
Victor Nelsson,CB,14,0.0,0.005,0.0,1.65,9720.0,4.25
Vincent Marchetti,CB,7,0.0,0.013,0.0,2.18,7128.0,2.57
Virgil van Dijk,CB,14,0.0,0.01,0.0,1.66,9720.0,4.0
Visar Musliu,CB,10,0.0,0.01,0.0,1.65,9720.0,5.0
Vitor Reis,CB,13,0.0,0.01,0.0,1.64,9720.0,3.0
Vitor Vargas,CB,14,0.0,0.01,0.0,1.64,9720.0,5.745
Waldemar Anton,CB,12,0.005,0.025,0.0,1.6549999999999998,9720.0,7.0
Waren Kamanzi,CB,9,0.0,0.0,0.0,2.38,6588.0,4.43
Warren Bondo,CB,10,0.0,0.0125,0.0,2.8200000000000003,5670.0,5.5
Wesley Hoedt,CB,14,0.0,0.0,0.0,1.64,9720.0,3.0
Willi Orbán,CB,14,0.0,0.01,0.0,1.66,9720.0,4.0
William Saliba,CB,13,0.0,0.01,0.0,1.64,9720.0,4.0
Willian Pacho,CB,13,0.0,0.01,0.0,1.65,9720.0,6.0
Wilson Isidor,CB,5,0.0,0.0,0.0,4.36,3672.0,1.41
Wout Faes,CB,13,0.0,0.01,0.0,1.62,9720.0,4.0
Yerry Mina,CB,12,0.0,0.0,0.0,1.66,9720.0,4.12
Yllan Okou,CB,14,0.0,0.015,0.0,1.6349999999999998,9720.0,6.5
Youri Baas,CB,14,0.0,0.01,0.0,1.65,9720.0,4.5
Yuto Tsunashima,CB,14,0.0,0.01,0.0,1.64,9720.0,3.0
Zaid Romero,CB,11,0.0,0.0,0.0,1.64,9720.0,6.0
Zeno Van Den Bosch,CB,13,0.0,0.018,0.0,1.66,9720.0,5.0
Ziyad Aljari,CB,13,0.0,0.0,0.0,1.64,9720.0,3.38
Zé Pedro,CB,14,0.0,0.005,0.0,1.6549999999999998,9558.0,3.5
Éder Militão,CB,14,0.13,0.011,0.0,1.835,9072.0,5.109999999999999
Óscar Valentín,CB,9,0.0,0.01,0.0,2.26,7020.0,4.15
Abdulelah Al-Amri,LB,14,0.0,0.01,0.0,1.67,9720.0,7.0
Adama Camara,LB,11,0.0,0.02,1.0,1.67,9720.0,5.0
Adrien Truffert,LB,14,0.0,0.02,0.0,1.64,9720.0,6.5
Ahmetcan Kaplan,LB,12,0.0,0.02,0.0,1.66,9720.0,6.0
Albian Hajdari,LB,13,0.0,0.02,0.0,1.65,9720.0,6.0
Alejandro Grimaldo,LB,13,0.02,0.37,3.0,1.65,9720.0,4.0
Alessandro Bastoni,LB,12,0.0,0.0245,0.0,2.31,7020.0,4.145
Ali Abdi,LB,8,0.0,0.005,0.0,1.67,9720.0,5.33
Ali Majrashi,LB,12,0.0,0.015,0.0,1.665,9612.0,5.755
Amir Rrahmani,LB,13,0.0,0.0,0.0,1.67,9720.0,5.14
Amos Pieper,LB,13,0.0,0.02,0.0,1.65,9720.0,4.91
Andreas Christensen,LB,7,0.0,0.0,1.0,1.74,9720.0,9.64
Ardian Ismajli,LB,14,0.0,0.0,0.0,1.665,9720.0,4.84
Aurèle Amenda,LB,13,0.0,0.02,0.0,1.65,9720.0,5.0
Bernardo,LB,12,0.0,0.016,0.0,1.67,9720.0,4.545
Brodie Spencer,LB,11,0.0,0.0,0.0,1.69,9504.0,6.0
Caio Henrique,LB,13,0.0,0.1,1.0,1.64,9720.0,5.0
Christian Kabasele,LB,10,0.0,0.0,0.0,1.685,9720.0,3.145
Connor Roberts,LB,13,0.0,0.02,0.0,1.64,9720.0,2.0
Dael Fry,LB,12,0.0,0.005,0.0,1.665,9720.0,4.0
Daiki Hashioka,LB,11,0.0,0.02,0.0,1.64,9720.0,2.17
Danny Namaso,LB,14,0.0,0.0,0.0,1.665,9612.0,0.0
Danny da Costa,LB,12,0.0,0.02,0.0,1.65,9720.0,5.71
David Robert Bates,LB,13,0.0,0.0,0.0,1.69,9720.0,4.0
Facundo Medina,LB,11,0.0,0.02,0.0,1.64,9720.0,7.0
Faris Abdi,LB,13,0.0,0.02,0.0,1.66,9720.0,6.0
Gabriel Gudmundsson,LB,14,0.0,0.0,0.0,1.665,9720.0,2.835
Gerard Martín,LB,14,0.0,0.025,0.0,1.65,9720.0,3.0
Gerrit Nauber,LB,13,0.0,0.02,0.0,1.67,9720.0,3.12
Hamari Traoré,LB,9,0.0,0.02,0.0,1.65,9720.0,7.0
Iker Muñoz,LB,9,0.0,0.0,0.0,1.68,9612.0,7.59
Ilaix Moriba,LB,14,0.0,0.02,0.0,1.66,9666.0,4.645
Jack Currie,LB,13,0.0,0.02,1.0,1.66,9720.0,6.0
Jacques Ekomié,LB,13,0.0,0.01,0.0,1.67,9720.0,4.0
Jake Cooper,LB,14,0.0,0.01,0.0,1.665,9720.0,3.5
Jan Paul van Hecke,LB,14,0.0,0.02,0.0,1.66,9720.0,4.5
Jannik Vestergaard,LB,10,0.0,0.01,0.0,1.68,9720.0,3.5
Jason Knight,LB,13,0.0,0.02,0.0,1.64,9720.0,5.0
Jean-Philippe Gbamin,LB,9,0.0,0.02,1.0,1.64,9720.0,6.0
Jehad Thakri,LB,11,0.0,0.01,0.0,1.69,9720.0,4.0
Jocelin Ta Bi,LB,12,0.0,0.0,1.5,1.685,9720.0,4.17
Johan Mojica,LB,13,0.0,0.02,0.0,1.66,9720.0,4.34
Jonny Otto,LB,13,0.0,0.02,0.0,1.64,9720.0,4.0
Joris Kramer,LB,14,0.0,0.02,0.0,1.6549999999999998,9720.0,5.0
João Gomes,LB,12,0.0,0.02,0.0,1.65,9720.0,7.5
Juan Foyth,LB,11,0.0,0.01,0.0,1.68,9720.0,6.92
Junior Tchamadeu,LB,14,0.0,0.005,1.0,1.67,9720.0,6.5
Kalidou Koulibaly,LB,13,0.0,0.01,0.0,1.67,9720.0,5.0
Kamiel Van de Perre,LB,13,0.0,0.02,0.0,1.66,9720.0,6.0
Keven Schlotterbeck,LB,10,0.0,0.02,0.0,1.645,9720.0,5.5
Kobbie Mainoo,LB,14,0.0,0.02,0.5,1.6549999999999998,9720.0,5.5
Laurent Abergel,LB,13,0.0,0.013,0.0,1.67,9612.0,7.0
Leo Østigård,LB,14,0.0,0.01,0.0,1.665,9720.0,5.0
Leonardo Lopes,LB,14,0.0,0.02,0.0,1.65,9720.0,7.0
Lewis Cook,LB,11,0.0,0.02,0.0,1.67,9720.0,9.0
Lewis Schouten,LB,13,0.0,0.013,0.0,1.68,9612.0,5.14
Lilian Brassier,LB,13,0.0,0.02,0.0,1.66,9720.0,8.0
Loic Négo,LB,13,0.0,0.02,0.0,1.65,9720.0,6.0
Lucas Gourna-Douath,LB,13,0.0,0.02,0.0,1.65,9720.0,6.43
Lucas Hernández,LB,8,0.0,0.01,0.0,1.665,9720.0,4.375
Marc Kempf,LB,13,0.0,0.0,0.0,1.67,9720.0,3.0
Marco Friedl,LB,14,0.0,0.02,0.0,1.66,9720.0,5.5
